season,episode,episode_title,companions,year_came_out,series_type,story_title,doctor_num,episode_mood,missing,vibe_tags,villains,setting,imdb_rating,plot_summary
12,1,Robot: Part 1,,1974,Classic,Robot,4,"Ominous, Dark",0,"Mysterious, Technological, Futuristic, Suspenseful",The Robot,"London, Present, 2015",7.6,"Can the Doctor, now in his fourth incarnation, recover from his post-regenerative trauma to save the Earth from Think Tank and their plot for world domination?"
12,2,Robot: Part 2,,1975,Classic,Robot,4,"Ominous, Dark, Suspenseful",0,"Mysterious, Futuristic, Industrial, Menacing",The Robot,"Present, 2015, Earth, England",7.3,The Doctor and Sarah become convinced Think Tank are behind the electronic component thefts but are unable to stop them carrying out another raid.
12,3,Robot: Part 3,,1975,Classic,Robot,4,"Ominous, Dark",0,"Mysterious, Industrial, Futuristic, Ominous",The Robot,"Present, 2015, Earth, England",7.2,Sarah and Kettlewell infiltrate an SRS meeting to try and find out what Miss Winters is up to but there is a surprise in store.
12,4,Robot: Part 4,,1975,Classic,Robot,4,"Ominous, Dark,",0,"Mysterious, Futuristic, Industrial,",The Robot,"Present, 2015, Earth, England",7.3,UNIT attempt to get into the bunker to stop Miss Winters setting off the world's nuclear missiles but first they have to get past the K1.
12,5,The Ark in Space: Part 1,,1975,Classic,The Ark in Spac,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Adventurous, Futuristic, Alien","Monoids, Humans","Space Station, Future, 57,000",8.2,"The Doctor's attempt to give Harry a trip in the TARDIS sees the two of them and Sarah arriving onboard a space station in the far future, with some rather deadly security mechanisms."
12,6,The Ark in Space: Part 2,,1975,Classic,The Ark in Spac,4,"Dark, Ominous, Suspenseful, Sad",0,"Mysterious, Adventurous, Futuristic, Isolated",Monoids,"Space, Future, 57,000",8.1,"The Doctor and Harry revive the Ark's medtech, Vira, to help Sarah.But when station commander Noah is revived, he becomes suspicious of the newcomers."
12,7,The Ark in Space: Part 3,,1975,Classic,The Ark in Spac,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Adventurous, Futuristic, Isolated",Monoids,"Space, Future, 57,870",8,"Knowing that Noah has been infected by the Wirrn, the Doctor persuades Vira to halt the reviving of her people, knowing it will place them in danger as well."
12,8,The Ark in Space: Part 4,,1975,Classic,The Ark in Spac,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Adventurous, Futuristic, Isolated",Monoids,"Space, Future, 57,870",8.1,"The Doctor tries to protect the humans still in cryogenic suspension from the Wirrn, who are determined to use Earth as their new breeding ground."
12,9,The Sontaran Expiriment: Part 1,,1975,Classic,The Sontaran Expiriment,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Alien, Rural, Isolated",Sontarans,"English countryside, Past, 1970s",7.2,"The Doctor, Sarah and Harry teleports to Earth to ensure the planet is safe for the survivors on-board Nerva Beacon to return to Earth and re-inhabit their world. Only to find a Sontaran named Styre has captured a group of humans ..."
12,10,The Sontaran Expiriment: Part 2,,1975,Classic,The Sontaran Expiriment,4,"Dark, Ominous, Suspenseful",0,"Military, Alien, Rural, Mysterious",Sontarans,"Earth, Present, 2015",7.2,The Doctor learns that Styre has been experimenting on the Galsec crewmembers to pave the way for a Sontaran invasion of Earth and decides the only way to halt his plans is to challenge him to a duel.
12,11,Genesis of the Daleks: Part 1,,1975,Classic,Genesis of the Daleks,4,"Dark, Ominous, Haunting",0,"Gritty, Warlike, Post-apocalyptic, Intense",Daleks,"Skaro, Future",8.9,The Doctor and his companions are sent to the planet Skaro by the Time Lords to prevent the creation of the Daleks.
12,12,Genesis of the Daleks: Part 2,,1975,Classic,Genesis of the Daleks,4,"Dark, Ominous, Sad",0,"Gritty, Post-apocalyptic, Warlike, Intense",Daleks,"Skaro, Future",8.8,"The Doctor and Harry are taken to the Kaled bunker where Davros is preparing to demonstrate the Daleks, while Sarah is captured by the Thals and taken to their city as a slave worker."
12,13,Genesis of the Daleks: Part 3,,1975,Classic,Genesis of the Daleks,4,"Dark, Ominous, Haunting",0,"Gritty, Apocalyptic, Intense, Bleak",Daleks,"Skaro, Past",8.8,The Doctor and Harry head to the Kaled city to alert the authorities to Davros' plans while Sarah and Sevrin are forced to work on the completion of the Thals' rocket.
12,14,Genesis of the Daleks: Part 4,,1975,Classic,Genesis of the Daleks,4,"Dark, Ominous, Haunting",0,"Gritty, Apocalyptic, Intense, Warlike",Daleks,"Skaro, Past",8.8,The Doctor fails to prevent the Thals from destroying the Kaled city but they don't have long to enjoy their victory before the Daleks attack.
12,15,Genesis of the Daleks: Part 5,,1975,Classic,Genesis of the Daleks,4,"Dark, Ominous, Haunting",0,"Apocalyptic, Grim, Gritty, Intense",Daleks,"Skaro, Past",8.9,The Doctor is forced to give Davros full details of future Dalek victories but opposition to Davros' plans is growing among the Kaleds and soon there is open rebellion.
12,16,Genesis of the Daleks: Part 6,,1975,Classic,Genesis of the Daleks,4,"Dark, Ominous, Intense",0,"Apocalyptic, Gritty, Warlike, Desolate",Daleks,"Skaro, Past",9.1,"Gharman tries to convince the Kaleds to vote against the Dalek project but Davros has a trick up his sleeve, while the Doctor works to destroy the tape recording of Dalek victory and the Thals plan an intervention of their own."
12,17,Revenge of the Cybermen: Part 1,,1975,Classic,Revenge of the Cybermen,4,"Dark, Ominous, Suspenseful",0,"Space, Mysterious, Gritty, Adventure",Cybermen,"Space Station Nerva, Future, 2875",7.1,"The Doctor, Sarah and Harry use the Time Ring to return to the Nerva Beacon, however they arrive thousands of years earlier than they anticipated and discover that an old foe of the Doctor is targeting the station's crew."
12,18,Revenge of the Cybermen: Part 2,,1975,Classic,Revenge of the Cybermen,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Adventurous, Futuristic, Action",Cybermen,"Space Station Nerva, Future, 2875",7,The Doctor transmits Sarah and Harry down to Voga to cure Sarah of the Cybermat's poison but Kellman's sabotage means he is unable to bring them back.
12,19,Revenge of the Cybermen: Part 3,,1975,Classic,Revenge of the Cybermen,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Adventurous, Thrilling, Gritty",Cybermen,"Space Station Nerva, Future, 2875",6.9,"The Cybermen force the Doctor, Stevenson and Lester to carry bombs to the centre of Voga while Sarah, Harry and Tyrum decide to contact Vorus."
12,20,Revenge of the Cybermen: Part 4,,1975,Classic,Revenge of the Cybermen,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Adventurous, Intense, Gritty",Cybermen,"Space Station Nerva, Future, 2875",7,"The Doctor, Harry and Lester try to destroy the Cybermen's relay device, while the Vogans prepare to destroy Nerva even though Sarah is still on board."
13,1,Terror of the Zygons: Part 1,,1975,Classic,Terror of the Zygons,4,"Dark, Suspenseful, Ominous",0,"Mysterious, Rural, Atmospheric, Tense",Zygons,"Scottish Highlands, Past, 1975",8.2,"The Doctor, Sarah and Harry return to Earth in response to an emergency space-time telegraph from the Brigadier, who asks them to investigate the destruction of a series of North Sea oil rigs."
13,2,Terror of the Zygons: Part 2,,1975,Classic,Terror of the Zygons,4,"Dark, Suspenseful, Ominous",0,"Mysterious, Rural, Atmospheric, Tense",Zygons,"Scottish Highlands, Past, 1975",8.1,The Zygon traps the Doctor and Sarah in a decompression chamber while Harry is taken to the aliens' underwater ship.
13,3,Terror of the Zygons: Part 3,,1975,Classic,Terror of the Zygons,4,"Ominous, Suspenseful, Dark",0,"Mysterious, Rural, Atmospheric, Tense",Zygons,"Scottish Highlands, Past, 1975",8,The Doctor and the Brigadier begin to realise who the Zygon imposters among them are while Sarah discovers a secret tunnel to the underwater ship.
13,4,Terror of the Zygons: Part 4,,1975,Classic,Terror of the Zygons,4,"Dark, Suspenseful, Ominous",0,"Mysterious, Rural, Atmospheric, Tense",Zygons,"Scottish Highlands, Past, 1975",8,UNIT attempt to track down the Zygon ship while Broton prepares to have the Skarasen attack London.
13,5,Planet of Evil: Part 1,,1975,Classic,Planet of Evil,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Alien, Jungle, Horror",The Anti-Matter Creature,"Planet Zeta-4, Future",7.5,"The Doctor and Sarah answer a distress call and find themselves on Zeta Minor, the last planet of the known universe, where a Morestran expedition has gone missing."
13,6,Planet of Evil: Part 2,,1975,Classic,Planet of Evil,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Alien, Primitive, Menacing",The Anti-Matter Creature,"Planet Zeta-5, Future",7.3,The Doctor realises that Zeta Minor lies on the boundary between the universes of matter and anti-matter and something on the planet won't let the Morestrans leave.
13,7,Planet of Evil: Part 3,,1975,Classic,Planet of Evil,4,"Dark, Ominous, Suspenseful",0,"Horror, Mysterious, Alien, Isolated",The Anti-Matter Creature,"Planet Zeta-4, Future",7.4,The Doctor makes a deal with the Anti-Matter Beast to return all the anti-matter to the planet but Sorenson is determined to continue his research.
13,8,Planet of Evil: Part 4,,1975,Classic,Planet of Evil,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Alien, Jungle, Horror","The Anti-Matter Monster, Professor Soren","Planet Zeta-4, Future",7.2,The Doctor tries to convince Sorenson to sacrifice himself for the rest of the crew but Salamar's attempt to deal with the situation causes their problem to multiply.
13,9,Pyramids of Mars: Part 1,,1975,Classic,Pyramids of Mars,4,"Dark, Ominous, Suspenseful",0,"Ancient, Mysterious, Deserted, Gothic",Sutekh,"England, Past, 1911",8.4,"The Doctor and Sarah are drawn off course and, instead of UNIT HQ, they arrive on the same site in 1911 where an ancient Egyptian evil lurks."
13,10,Pyramids of Mars: Part 2,,1975,Classic,Pyramids of Mars,4,"Dark, Ominous, Suspenseful",0,"Ancient, Mysterious, Deserted, Gothic",Sutekh,"Egypt, Past, 1911",8.3,"The Doctor, Sarah and Laurence try to find a way to sever Sutekh's link to the mummies while poacher Ernie Clements finds the priory surrounded by a forcefield."
13,11,Pyramids of Mars: Part 3,,1975,Classic,Pyramids of Mars,4,"Dark, Ominous, Suspenseful",0,"Ancient, Mysterious, Deserted, Atmospheric",Sutekh,"Egypt, Past, 1911",8.3,The Doctor and Sarah try to destroy Sutekh's rocket but the Osiran's mental powers prove too great for them.
13,12,Pyramids of Mars: Part 4,,1975,Classic,Pyramids of Mars,4,"Dark, Ominous, Suspenseful",0,"Ancient, Mysterious, Deserted, Gothic",Sutekh,"Egypt, Past, 1911",8.5,"Sutekh forces the Doctor to transport Scarman and a mummy to Mars, where the Doctor and Sarah try to stop them destroying the Eye of Horus."
13,13,The Android Invasion: Part 1,,1975,Classic,The Android Invasion,4,"Ominous, Suspenseful",0,"Mysterious, Rural, Alien, Isolated",Kraals,"Devesham, England, Near Future",7.6,The Doctor and Sarah return to Earth in the present day to find a strangely deserted village and woods stalked by white-clad figures.
13,14,The Android Invasion: Part 2,,1975,Classic,The Android Invasion,4,"Ominous, Dark, Suspenseful",0,"Mysterious, Rural, Alien, Isolated",Kraals,"Devesham, England, Past, 1970s",7.4,"The Doctor suspects Crayford brought something to Earth in his rocket, as he and Sarah find themselves hunted by UNIT."
13,15,The Android Invasion: Part 3,,1975,Classic,The Android Invasion,4,"Ominous, Suspenseful, Dark",0,"Mysterious, Rural, Alien, Isolated",Kraals,"Devesham, England, Past, Alternative timeline, 1970s",7.3,The Doctor is captured by Styggron and left to die in the destruction of the fake village but Sarah escapes from the disorientation chamber to try and rescue him.
13,16,The Android Invasion: Part 4,,1975,Classic,The Android Invasion,4,"Ominous, Suspenseful, Dark",0,"Mysterious, Rural, Alien, Isolated","Androids, Kraals","Devesham, England, Near Future",7.2,The Doctor and Sarah reach Earth and try to warn the research centre about the Kraal invasion before Styggron unleashes his virus.
13,17,The Brain of Morbius: Part 1,,1976,Classic,The Brain of Morbius,4,"Dark, Ominous, Suspenseful",0,"Gothic, Mysterious, Ancient, Isolated",Morbius,"Planet Karn, Past",8.2,"The Tardis lands in a spaceship graveyard on the bleak planet Karn, where The Doctor and Sarah find a evil scientist called Doctor Solon is constructing a new body for the brain of an evil Time Lord known as Morbius, who The Docto..."
13,18,The Brain of Morbius: Part 2,,1976,Classic,The Brain of Morbius,4,"Dark, Ominous, Suspenseful",0,"Gothic, Mysterious, Atmospheric, Isolated",Morbius,"Planet Karn, Past",8.2,The Sisterhood prepare to sacrifice the Doctor to the Sacred Flame and Sarah is injured while rescuing him.
13,19,The Brain of Morbius: Part 3,,1976,Classic,The Brain of Morbius,4,"Dark, Ominous, Suspenseful",0,"Gothic, Mysterious, Creepy, Atmospheric",Morbius,"Planet Karn, Past",8.3,"The Doctor attempts to restore the Sacred Flame to prove his good intentions to the Sisterhood, while Solon prepares to connect the brain of Morbius to his body."
13,20,The Brain of Morbius: Part 4,,1976,Classic,The Brain of Morbius,4,"Dark, Ominous, Suspenseful",0,"Gothic, Mysterious, Atmospheric, Isolated",Morbius,"Planet Karn, Future",8.2,"Morbius goes on the rampage, forcing the Doctor and Solon to team up to try and bring him back under control."
13,21,The Seeds of Doom: Part 1,,1976,Classic,The Seeds of Doom,4,"Dark, Suspenseful, Ominous",0,"Horror, Mystery, Adventure, Thriller","Sutekh, The Krynoid","Antarctica, Past, 1980",8.6,"Members of the World Ecology Bureau discover a centuries-old seed pod buried deep in Antarctica's permafrost. It seems to be still alive, growing without soil. They transmit a photo to London where Richard Dunbar of the W.E.B. sha..."
13,22,The Seeds of Doom: Part 2,,1976,Classic,The Seeds of Doom,4,"Dark, Suspenseful, Thrilling",0,"Mysterious, Adventurous, Gothic, Isolated","Sontarans, Harrison Chase","Antarctica, Past, 1980",8.6,"With a killer Krynoid on the loose, the Doctor, Sarah and the last surviving member of the expedition concentrate on hunting it down, unmindful of Chase's men who, once they learn of the second Krynoid pod (which always travel thr..."
13,23,The Seeds of Doom: Part 3,,1976,Classic,The Seeds of Doom,4,"Dark, Ominous, Suspenseful",0,"Horror, Adventure, Mystery, Thriller","Harrison Chase, Krynoid","England, Past, 1970s",8.5,"Surviving two attempts to end their lives, the Doctor and Sarah seek the identity of the plant fanatic who ordered the hit on the arctic base, pursuing their only lead - a commissioned painting of a rare flower left in the boot of..."
13,24,The Seeds of Doom: Part 4,,1976,Classic,The Seeds of Doom,4,"Dark, Suspenseful, Ominous",0,"Mysterious, Adventurous, Gothic, Isolated","Harrison Chase, Krynoid","Antarctica, Past, 1980s",8.5,"Sarah is saved from a Krynoid fate and runs off, but the same can't be said for one of Chase's men. Not only is he simultaneously devoured and transformed, his fascinated employer will do all he can to encourage the process. The D..."
